date,state,roc_rolling_mean
2020-04-03,California,0.09438735177865604
2020-04-03,Tennessee,0.15600905548044042
2020-04-03,Alaska,0.1558758310188076
2020-04-03,Texas,0.1792709598170322
2020-04-03,Utah,0.11743551587301582
2020-04-03,Mississippi,0.11110619111541989
2020-04-03,West Virginia,0.22495555898448313
2020-04-03,Hawaii,0.10901147489209381
2020-04-03,Massachusetts,0.2081276929103015
2020-04-03,Kansas,0.10043728135932034
2020-04-03,Kentucky,0.19292203624154444
2020-04-03,Idaho,0.1833094094388717
2020-04-03,Louisiana,0.1534473471586317
2020-04-03,Maine,0.1290676882095388
2020-04-03,Indiana,0.14470334325458206
2020-04-03,Minnesota,0.1398373214792395
2020-04-03,Colorado,0.0
2020-04-03,South Carolina,0.1492854468539931
2020-04-03,Florida,0.14896364896364883
2020-04-03,Northern Mariana Islands,0.12119234312498689
2020-04-03,Michigan,0.20507323508425673
2020-04-03,Georgia,0.3718209792741425
2020-04-03,Nevada,0.29191676670668265
2020-04-03,Rhode Island,0.1821795989537925
2020-04-03,Pennsylvania,0.09055555555555553
2020-04-03,Guam,0.1437319299072048
2020-04-03,Ohio,0.14832325094421264
2020-04-03,Puerto Rico,0.1107488343681084
2020-04-03,Maryland,0.11694647606382974
2020-04-03,Iowa,0.15217391304347824
2020-04-03,Montana,0.18593319217450766
2020-04-03,New Mexico,0.03980257789222455
2020-04-03,South Dakota,0.14329810901001114
2020-04-03,Alabama,0.09882676179218736
2020-04-03,Nebraska,0.17566287878787873
2020-04-02,Illinois,0.08200967599066865
2020-04-02,North Dakota,0.0917606516290727
2020-04-02,Washington,0.09947428497616255
2020-04-02,District of Columbia,0.1083095995979226
2020-04-02,Oklahoma,0.15250780982573306
2020-04-02,Oregon,0.12840544076398744
2020-04-02,Delaware,0.1768977782884245
2020-04-02,North Carolina,0.18096917450365718
2020-04-02,Missouri,0.20912617446283285
2020-04-02,Arizona,0.16808708216989987
2020-04-02,New Hampshire,0.2554119838662944
2020-04-02,Vermont,0.6871103117505997
2020-04-02,New Jersey,0.1249124649859944
2020-04-02,New York,0.2696664986943974
2020-04-02,Connecticut,0.17320339018757422
2020-04-02,Wisconsin,0.19783099428972234
2020-04-02,Virginia,0.13846897022050458
2020-04-02,Arkansas,0.14361976765627876
2020-04-02,Virgin Islands,0.1857697740112994
2020-04-02,Wyoming,0.26404891730389096
2020-04-02,California,0.1185658565856585
2020-04-02,Tennessee,0.1844512337725844
2020-04-02,Alaska,0.15989310430314005
2020-04-02,Texas,0.19511677370896469
2020-04-02,Utah,0.09370169802155091
2020-04-02,Mississippi,0.12504845351483054
2020-04-02,West Virginia,0.22865515658651964
2020-04-02,Hawaii,0.11235233692860795
2020-04-02,Massachusetts,0.1634659785413553
2020-04-02,Kansas,0.10761920252811595
2020-04-02,Kentucky,0.14978999982644609
2020-04-02,Idaho,0.15709470894996208
2020-04-02,Louisiana,0.13470111448834834
2020-04-02,Maine,0.1179821282445564
2020-04-02,Indiana,0.10691161045413805
2020-04-02,Minnesota,0.1613149847094801
2020-04-02,Colorado,1.0
2020-04-02,South Carolina,0.1481592183062092
2020-04-02,Florida,0.22351659895829495
2020-04-02,Northern Mariana Islands,0.10242699902108249
2020-04-02,Michigan,0.1820275273922774
2020-04-02,Georgia,0.2851079690280382
2020-04-02,Nevada,0.17795724847315975
2020-04-02,Rhode Island,0.18235831399266295
2020-04-02,Pennsylvania,0.137803738317757
2020-04-02,Guam,0.25146717733938034
2020-04-02,Ohio,0.1987517754487043
2020-04-02,Puerto Rico,0.12071037120133371
2020-04-02,Maryland,0.12004719496587035
2020-04-02,Iowa,0.0
2020-04-02,Montana,0.21713880908648495
2020-04-02,New Mexico,0.03886879443746995
2020-04-02,South Dakota,0.1481268624946785
2020-04-02,Alabama,0.1066982458780496
2020-04-02,Nebraska,0.20045626721763082
2020-04-08,Illinois,0.12765924769534887
2020-04-08,North Dakota,0.04808349545191656
2020-04-08,Washington,0.110470188225775
2020-04-08,District of Columbia,0.1004671303873432
2020-04-08,Oklahoma,0.14183339641056786
2020-04-08,Oregon,0.11661485685498779
2020-04-08,Delaware,0.10610579657416977
2020-04-08,North Carolina,0.11076989914133833
2020-04-08,Missouri,0.14908642741407252
2020-04-08,Arizona,0.1553894684237252
2020-04-08,New Hampshire,0.1500668776945308
2020-04-08,Vermont,0.04578378113835465
2020-04-08,New Jersey,0.12434246954595785
2020-04-08,New York,0.30185084144657204
2020-04-08,Connecticut,0.13365212085589614
2020-04-08,Wisconsin,0.18480674432220906
2020-04-08,Virginia,0.11040336208220855
2020-04-08,Arkansas,0.12853113320640291
2020-04-08,Virgin Islands,0.1253407433485892
2020-04-08,Wyoming,0.3256570084828445
2020-04-08,California,0.11416839358354432
2020-04-08,Tennessee,0.18432573422206866
2020-04-08,Alaska,0.16378975651998726
2020-04-08,Texas,0.1896527876641722
2020-04-08,Utah,0.08615629203864492
2020-04-08,Mississippi,0.12103429377929806
2020-04-08,West Virginia,0.1655649320206281
2020-04-08,Hawaii,0.1032586135325861
2020-04-08,Massachusetts,0.17382091178785491
2020-04-08,Kansas,0.14454976969175856
2020-04-08,Kentucky,0.14250352910278713
2020-04-08,Idaho,0.17010777003470584
2020-04-08,Louisiana,0.13128689492325843
2020-04-08,Maine,0.10680623425650845
2020-04-08,Indiana,0.10486561400345835
2020-04-08,Minnesota,0.1241496598639456
2020-04-08,Colorado,1.1666666666666665
2020-04-08,South Carolina,0.14901673230946275
2020-04-08,Florida,0.24642465733227822
2020-04-08,Northern Mariana Islands,0.09511631565492695
2020-04-08,Michigan,0.18558580454043316
2020-04-08,Georgia,0.15077391228018827
2020-04-08,Nevada,0.16030672536639057
2020-04-08,Rhode Island,0.19788098283319716
2020-04-08,Pennsylvania,0.24233862203868725
2020-04-08,Guam,0.1894574918948389
2020-04-08,Ohio,0.17590527159794095
2020-04-08,Puerto Rico,0.10257685674944622
2020-04-08,Maryland,0.07426132074468646
2020-04-08,Iowa,0.11666666666666667
2020-04-08,Montana,0.16941071056713006
2020-04-08,New Mexico,0.11715451632222565
2020-04-08,South Dakota,0.157569000064637
2020-04-08,Alabama,0.13173470205346166
2020-04-08,Nebraska,0.12821894837705117
2020-04-09,Illinois,0.1774354018022116
2020-04-09,North Dakota,0.04473608583197626
2020-04-09,Washington,0.1189837668082095
2020-04-09,District of Columbia,0.08753918421744195
2020-04-09,Oklahoma,0.12923443762333992
2020-04-09,Oregon,0.11797364221965109
2020-04-09,Delaware,0.18018330141638322
2020-04-09,North Carolina,0.10648647527381334
2020-04-09,Missouri,0.1367997010385252
2020-04-09,Arizona,0.14922512549877703
2020-04-09,New Hampshire,0.12144932171863981
2020-04-09,Vermont,0.02358575008950945
2020-04-09,New Jersey,0.1085202837811926
2020-04-09,New York,0.233820517079112
2020-04-09,Connecticut,0.1299332572378687
2020-04-09,Wisconsin,0.1579889388259091
2020-04-09,Virginia,0.12841678384744545
2020-04-09,Arkansas,0.13054159007183305
2020-04-09,Virgin Islands,0.0641944633131934
2020-04-09,Wyoming,0.2749926657246862
2020-04-09,California,0.1209797130133597
2020-04-09,Tennessee,0.1787452439845387
2020-04-09,Alaska,0.1594289722749744
2020-04-09,Texas,0.16767774204624292
2020-04-09,Utah,0.07013269749118797
2020-04-09,Mississippi,0.12535265467911288
2020-04-09,West Virginia,0.15644299656281485
2020-04-09,Hawaii,0.09379677523257354
2020-04-09,Massachusetts,0.09214881504038125
2020-04-09,Kansas,0.10118367723412175
2020-04-09,Kentucky,0.14078275523807135
2020-04-09,Idaho,0.1590418713288872
2020-04-09,Louisiana,0.1692403393283158
2020-04-09,Maine,0.1086347039252967
2020-04-09,Indiana,0.14714953394328567
2020-04-09,Minnesota,0.0848414837633166
2020-04-09,Colorado,0.1666666666666666
2020-04-09,South Carolina,0.1401068482720469
2020-04-09,Florida,0.17383675025830644
2020-04-09,Northern Mariana Islands,0.1045891789814258
2020-04-09,Michigan,0.204366977816397
2020-04-09,Georgia,0.15054881827033711
2020-04-09,Nevada,0.12148458299046425
2020-04-09,Rhode Island,0.14790362122148654
2020-04-09,Pennsylvania,0.2062015503875969
2020-04-09,Guam,0.0618751014645647
2020-04-09,Ohio,0.14536740349334532
2020-04-09,Puerto Rico,0.11150181113545524
2020-04-09,Maryland,0.10192353776106461
2020-04-09,Iowa,0.13018018018018013
2020-04-09,Montana,0.15391719031130047
2020-04-09,New Mexico,0.11811805020023011
2020-04-09,South Dakota,0.1256665138610756
2020-04-09,Alabama,0.11110258625826824
2020-04-09,Nebraska,0.10017880670054594
2020-04-10,Illinois,0.135926799866629
2020-04-10,North Dakota,0.07591324200913235
2020-04-10,Washington,0.12347389061616725
2020-04-10,District of Columbia,0.0436510770671396
2020-04-10,Oklahoma,0.11042808131642375
2020-04-10,Oregon,0.10775808543871855
2020-04-10,Delaware,0.17937598696671872
2020-04-10,North Carolina,0.23140797285835446
2020-04-10,Missouri,0.17540525286200656
2020-04-10,Arizona,0.1322319688109161
2020-04-10,New Hampshire,0.0828929212308647
2020-04-10,Vermont,0.23060492139439498
2020-04-10,New Jersey,0.11054385749796565
2020-04-10,New York,0.09952178792758501
2020-04-10,Connecticut,0.16015004755074264
2020-04-10,Wisconsin,0.14053466976307188
2020-04-10,Virginia,0.1314500006989977
2020-04-10,Arkansas,0.12567942238267146
2020-04-10,Virgin Islands,0.10649685355595609
2020-04-10,Wyoming,0.16951893307076454
2020-04-10,California,0.10224586288416075
2020-04-10,Tennessee,0.15812531167861116
2020-04-10,Alaska,0.14420258754440016
2020-04-10,Texas,0.14842669888758692
2020-04-10,Utah,0.07983338970138597
2020-04-10,Mississippi,0.11260468503459148
2020-04-10,West Virginia,0.1181834579621092
2020-04-10,Hawaii,0.0798280067150232
2020-04-10,Massachusetts,0.1146631146631146
2020-04-10,Kansas,0.0986700123359377
2020-04-10,Kentucky,0.13867432150313153
2020-04-10,Idaho,0.1548457800817907
2020-04-10,Louisiana,0.16363887009048292
2020-04-10,Maine,0.11450472949425261
2020-04-10,Indiana,0.13705752991801567
2020-04-10,Minnesota,0.08159741156796445
2020-04-10,Colorado,0.0
2020-04-10,South Carolina,0.1349069282817542
2020-04-10,Florida,0.14851650292006144
2020-04-10,Northern Mariana Islands,0.0997043604811472
2020-04-10,Michigan,0.19998597691824416
2020-04-10,Georgia,0.19598486370638266
2020-04-10,Nevada,0.10790320405371566
2020-04-10,Rhode Island,0.11079907638731164
2020-04-10,Pennsylvania,0.13351158645276295
2020-04-10,Guam,0.0670148357087394
2020-04-10,Ohio,0.15157759423778505
2020-04-10,Puerto Rico,0.15070128919362893
2020-04-10,Maryland,0.16798877412877805
2020-04-10,Iowa,0.06614509246088188
2020-04-10,Montana,0.1880974977599754
2020-04-10,New Mexico,0.0671049837961104
2020-04-10,South Dakota,0.1402483147351182
2020-04-10,Alabama,0.1049054509032546
2020-04-10,Nebraska,0.10807605568084613
2020-04-11,Illinois,0.09532158140129006
2020-04-11,North Dakota,0.08308678500986186
2020-04-11,Washington,0.1325732281595055
2020-04-11,District of Columbia,0.0774117599857021
2020-04-11,Oklahoma,0.09976736474965531
2020-04-11,Oregon,0.0879694076911962
2020-04-11,Delaware,0.07453705024846187
2020-04-11,North Carolina,0.2263425145212666
2020-04-11,Missouri,0.1489878649236834
2020-04-11,Arizona,0.09711972125955964
2020-04-11,New Hampshire,0.06297996072765451
2020-04-11,Vermont,0.318196377613418
2020-04-11,New Jersey,0.07912648124881365
2020-04-11,New York,0.04277296971656115
2020-04-11,Connecticut,0.12595867186543705
2020-04-11,Wisconsin,0.1333664636976763
2020-04-11,Virginia,0.11439460952942587
2020-04-11,Arkansas,0.10932079772079766
2020-04-11,Virgin Islands,0.1729143386779623
2020-04-11,Wyoming,0.1274150344693659
2020-04-11,California,0.04312865497076015
2020-04-11,Tennessee,0.14397372008701956
2020-04-11,Alaska,0.0966717047623504
2020-04-11,Texas,0.11090007423015166
2020-04-11,Utah,0.08862465841740116
2020-04-11,Mississippi,0.09860088365243
2020-04-11,West Virginia,0.058706851621904546
2020-04-11,Hawaii,0.06650865230501746
2020-04-11,Massachusetts,0.1267542683471887
2020-04-11,Kansas,0.10216140032359675
2020-04-11,Kentucky,0.11364734299516896
2020-04-11,Idaho,0.1202708047109516
2020-04-11,Louisiana,0.1230243612596553
2020-04-11,Maine,0.0942063968962763
2020-04-11,Indiana,0.11191074248128151
2020-04-11,Minnesota,0.09402386723848585
2020-04-11,Colorado,0.0
2020-04-11,South Carolina,0.1051151412904585
2020-04-11,Florida,0.12563478679626008
2020-04-11,Northern Mariana Islands,0.09017352614015565
2020-04-11,Michigan,0.17355115111446295
2020-04-11,Georgia,0.12332607575970411
2020-04-11,Nevada,0.13876761140950605
2020-04-11,Rhode Island,0.09825232440394
2020-04-11,Pennsylvania,0.13288265563515284
2020-04-11,Guam,0.0802305272600176
2020-04-11,Ohio,0.11064036903545282
2020-04-11,Puerto Rico,0.1386352806847196
2020-04-11,Maryland,0.1478595207690892
2020-04-11,Iowa,0.052631578947368425
2020-04-11,Montana,0.1460493035811343
2020-04-11,New Mexico,0.07058431196404866
2020-04-11,South Dakota,0.15888576285094655
2020-04-11,Alabama,0.08784330122730441
2020-04-11,Nebraska,0.09496879257358293
2020-04-12,Illinois,0.1085624467178175
2020-04-12,North Dakota,0.05781356096614605
2020-04-12,Washington,0.1053230319020865
2020-04-12,District of Columbia,0.11740054498492375
2020-04-12,Oklahoma,0.08907678328479851
2020-04-12,Oregon,0.06352612261663425
2020-04-12,Delaware,0.14627088670164617
2020-04-12,North Carolina,0.1491772511895843
2020-04-12,Missouri,0.1028142760021151
2020-04-12,Arizona,0.0867026933010175
2020-04-12,New Hampshire,0.088637740237494
2020-04-12,Vermont,0.09605719604027414
2020-04-12,New Jersey,0.050333511931107855
2020-04-12,New York,0.0429705981750592
2020-04-12,Connecticut,0.08808730691058539
2020-04-12,Wisconsin,0.1199793333078189
2020-04-12,Virginia,0.09709372544881038
2020-04-12,Arkansas,0.10298737769478991
2020-04-12,Virgin Islands,0.08075153889434744
2020-04-12,Wyoming,0.09175256185646219
2020-04-12,California,0.046201941022769547
2020-04-12,Tennessee,0.13784454419506786
2020-04-12,Alaska,0.08602942058623039
2020-04-12,Texas,0.09733783599809195
2020-04-12,Utah,0.06773515501839196
2020-04-12,Mississippi,0.0934116284631748
2020-04-12,West Virginia,0.09157608149447605
2020-04-12,Hawaii,0.06548400964914365
2020-04-12,Massachusetts,0.1369490544040437
2020-04-12,Kansas,0.05890064870621835
2020-04-12,Kentucky,0.0730270141461406
2020-04-12,Idaho,0.09733354077386255
2020-04-12,Louisiana,0.12320889894419304
2020-04-12,Maine,0.0725102207425535
2020-04-12,Indiana,0.09321898095880765
2020-04-12,Minnesota,0.09992987377279089
2020-04-12,Colorado,0.0
2020-04-12,South Carolina,0.0909864913665128
2020-04-12,Florida,0.06966540658758585
2020-04-12,Northern Mariana Islands,0.06396254681647935
2020-04-12,Michigan,0.13725870472259846
2020-04-12,Georgia,0.0654424778761062
2020-04-12,Nevada,0.1587281936452743
2020-04-12,Rhode Island,0.0790847247139908
2020-04-12,Pennsylvania,0.1660377358490565
2020-04-12,Guam,0.0721914423753654
2020-04-12,Ohio,0.11453128769642906
2020-04-12,Puerto Rico,0.08091821149515349
2020-04-12,Maryland,0.08558797112255964
2020-04-12,Iowa,0.023809523809523774
2020-04-12,Montana,0.09305539451197076
2020-04-12,New Mexico,0.05745128363180625
2020-04-12,South Dakota,0.11008728859792691
2020-04-12,Alabama,0.07485122926441301
2020-04-12,Nebraska,0.06160052910052903
2020-04-13,Illinois,0.0927172557736094
2020-04-13,North Dakota,0.07459450082400906
2020-04-13,Washington,0.06591727708380904
2020-04-13,District of Columbia,0.0811325216793068
2020-04-13,Oklahoma,0.07415078917562545
2020-04-13,Oregon,0.04726956338325245
2020-04-13,Delaware,0.17180885930768236
2020-04-13,North Carolina,0.17431621814979908
2020-04-13,Missouri,0.10155908900755015
2020-04-13,Arizona,0.09285451210264936
2020-04-13,New Hampshire,0.1662319651395175
2020-04-13,Vermont,0.016924386437792552
2020-04-13,New Jersey,0.0515503466722978
2020-04-13,New York,0.048912198912198945
2020-04-13,Connecticut,0.09620038176761381
2020-04-13,Wisconsin,0.11782280446101005
2020-04-13,Virginia,0.0988420806500327
2020-04-13,Arkansas,0.0851260647515097
2020-04-13,Virgin Islands,0.11403845320545684
2020-04-13,Wyoming,0.1188484440115708
2020-04-13,California,0.0508911439901078
2020-04-13,Tennessee,0.10070120674142144
2020-04-13,Alaska,0.10280427549324275
2020-04-13,Texas,0.09811313346430545
2020-04-13,Utah,0.0693619767656278
2020-04-13,Mississippi,0.0814456289139833
2020-04-13,West Virginia,0.13285130438210674
2020-04-13,Hawaii,0.035234899328859
2020-04-13,Massachusetts,0.14140413986894848
2020-04-13,Kansas,0.0571803113226896
2020-04-13,Kentucky,0.056757293528593995
2020-04-13,Idaho,0.08826576185558649
2020-04-13,Louisiana,0.12839668834566795
2020-04-13,Maine,0.06865491877312875
2020-04-13,Indiana,0.11610133509458885
2020-04-13,Minnesota,0.07014492753623175
2020-04-13,Colorado,0.0
2020-04-13,South Carolina,0.0877496407996064
2020-04-13,Florida,0.08427466171858895
2020-04-13,Northern Mariana Islands,0.0516056563571154
2020-04-13,Michigan,0.12169291124246691
2020-04-13,Georgia,0.09847953216374265
2020-04-13,Nevada,0.15469765558277634
2020-04-13,Rhode Island,0.08609858205156455
2020-04-13,Pennsylvania,0.1555555555555555
2020-04-13,Guam,0.06462367321142146
2020-04-13,Ohio,0.12275676230161772
2020-04-13,Puerto Rico,0.0361602102698432
2020-04-13,Maryland,0.0597393675184162
2020-04-13,Iowa,0.03517316017316012
2020-04-13,Montana,0.12478862761169504
2020-04-13,New Mexico,0.04281679012788215
2020-04-13,South Dakota,0.12894701839946796
2020-04-13,Alabama,0.0664348420314273
2020-04-13,Nebraska,0.051279342723004676
2020-04-16,Illinois,0.11638280266561624
2020-04-16,North Dakota,0.08900674540484976
2020-04-16,Washington,0.05141566751357455
2020-04-16,District of Columbia,0.0778765638879962
2020-04-16,Oklahoma,0.07887573084671615
2020-04-16,Oregon,0.045659467210621696
2020-04-16,Delaware,0.12760980218955836
2020-04-16,North Carolina,0.19388569604086844
2020-04-16,Missouri,0.1465098493225649
2020-04-16,Arizona,0.07330091869582794
2020-04-16,New Hampshire,0.16294602937227187
2020-04-16,Vermont,0.261387958948466
2020-04-16,New Jersey,0.06050738477209055
2020-04-16,New York,0.0261849261849261
2020-04-16,Connecticut,0.10890403244563715
2020-04-16,Wisconsin,0.0958195935632758
2020-04-16,Virginia,0.10018983102819429
2020-04-16,Arkansas,0.11273241295431305
2020-04-16,Virgin Islands,0.15008590995931648
2020-04-16,Wyoming,0.07056180207650375
2020-04-16,California,0.0373811206227484
2020-04-16,Tennessee,0.17276062960194727
2020-04-16,Alaska,0.10155424523406639
2020-04-16,Texas,0.08657670241608435
2020-04-16,Utah,0.08184603153218961
2020-04-16,Mississippi,0.0738970996944358
2020-04-16,West Virginia,0.10560635096363549
2020-04-16,Hawaii,0.02037617554858935
2020-04-16,Massachusetts,0.10836379023333238
2020-04-16,Kansas,0.08462025886539976
2020-04-16,Kentucky,0.04982072813398115
2020-04-16,Idaho,0.07448014946893824
2020-04-16,Louisiana,0.12342752862210016
2020-04-16,Maine,0.06492524195040789
2020-04-16,Indiana,0.09249734888653235
2020-04-16,Minnesota,0.0562025316455695
2020-04-16,Colorado,0.1875
2020-04-16,South Carolina,0.07567623629568204
2020-04-16,Florida,0.0723258534182904
2020-04-16,Northern Mariana Islands,0.0461985710139637
2020-04-16,Michigan,0.1204462349532269
2020-04-16,Georgia,0.09949174856862925
2020-04-16,Nevada,0.15784025604273794
2020-04-16,Rhode Island,0.0693698347873411
2020-04-16,Pennsylvania,0.1696180555555555
2020-04-16,Guam,0.0636657091616814
2020-04-16,Ohio,0.10197932115825592
2020-04-16,Puerto Rico,0.0579690490887437
2020-04-16,Maryland,0.05555288654015525
2020-04-16,Iowa,0.022474747474747373
2020-04-16,Montana,0.12589415328175055
2020-04-16,New Mexico,0.04166709760077175
2020-04-16,South Dakota,0.1798466272651785
2020-04-16,Alabama,0.0628015744826971
2020-04-16,Nebraska,0.03914133367323097
2020-04-15,Illinois,0.13655694696858983
2020-04-15,North Dakota,0.05089497291807721
2020-04-15,Washington,0.08246791200788275
2020-04-15,District of Columbia,0.0721537872670937
2020-04-15,Oklahoma,0.07298723539375046
2020-04-15,Oregon,0.0691784256503739
2020-04-15,Delaware,0.12137103890919157
2020-04-15,North Carolina,0.14295977011494249
2020-04-15,Missouri,0.1233694031562527
2020-04-15,Arizona,0.0682396775921427
2020-04-15,New Hampshire,0.09059949849629376
2020-04-15,Vermont,0.4089420520050684
2020-04-15,New Jersey,0.03872039577955895
2020-04-15,New York,0.0634740259740259
2020-04-15,Connecticut,0.10099307352596815
2020-04-15,Wisconsin,0.07444360313555096
2020-04-15,Virginia,0.1008637787926264
2020-04-15,Arkansas,0.1117828807834306
2020-04-15,Virgin Islands,0.0877211058061001
2020-04-15,Wyoming,0.059693941060561244
2020-04-15,California,0.0387563104810497
2020-04-15,Tennessee,0.19178753370417387
2020-04-15,Alaska,0.11628595544660078
2020-04-15,Texas,0.06487190189124856
2020-04-15,Utah,0.07788503160601346
2020-04-15,Mississippi,0.08713027065146405
2020-04-15,West Virginia,0.079605019705369
2020-04-15,Hawaii,0.0535087056690712
2020-04-15,Massachusetts,0.09990611679373704
2020-04-15,Kansas,0.08140911575448465
2020-04-15,Kentucky,0.0471131565177801
2020-04-15,Idaho,0.07184767615377799
2020-04-15,Louisiana,0.11638662803395405
2020-04-15,Maine,0.06934258969594395
2020-04-15,Indiana,0.06482585832412441
2020-04-15,Minnesota,0.06539243868408215
2020-04-15,Colorado,0.1875
2020-04-15,South Carolina,0.07360717521476964
2020-04-15,Florida,0.0705551163341239
2020-04-15,Northern Mariana Islands,0.057646664056055646
2020-04-15,Michigan,0.1226746106274927
2020-04-15,Georgia,0.0918186680177898
2020-04-15,Nevada,0.18542773771779691
2020-04-15,Rhode Island,0.07494912603125975
2020-04-15,Pennsylvania,0.1827647900763358
2020-04-15,Guam,0.05415559076872106
