Unnamed: 0,Illinois,North Dakota,Washington,District of Columbia,Oklahoma,Oregon,Delaware,North Carolina,Missouri,Arizona,New Hampshire,Vermont,New Jersey,New York,Connecticut,Wisconsin,Virginia,Arkansas,Virgin Islands,Wyoming,California,Tennessee,Alaska,Texas,Utah,Mississippi,West Virginia,Hawaii,Massachusetts,Kansas,Kentucky,Idaho,Louisiana,Maine,Indiana,Minnesota,Colorado,South Carolina,Florida,Northern Mariana Islands,Michigan,Georgia,Nevada,Rhode Island,Pennsylvania,Guam,Ohio,Puerto Rico,Maryland,Iowa,Montana,New Mexico,South Dakota,Alabama,Nebraska
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,0.13976917057902966,0.15882352941176464,0.18275540079175945,0.08006858667005365,0.13404833297937008,0.1555686993387558,0.2441115150110496,0.19054092325120348,0.13178838951310856,0.24339250850503713,0.10486471522017446,0.046507778881165154,0.2086368653421633,0.1562582258489077,0.2360565282710697,0.23870097177744795,0.19511432146513472,0.2506300055233361,0.20942447977947354,0.1373910660123761,0.22750225682690134,0.2581732253544542,0.23892706131078217,0.22585534740840763,0.12541212851588254,0.1449847812449174,0.16345601740401935,0.15505706414797324,0.16361298617807768,0.21750913161305513,0.1749962516867409,0.2319270179170066,0.11402393418100215,0.156550906046084,0.219692197866801,0.2053289057558507,,0.2066157526683841,0.15436924394945378,0.15018825301204813,0.24605699058862926,0.26791139240506334,0.2037327122451924,0.19601157811880685,0.24797160243407695,0.1531109715607396,0.17561668553539134,0.22461622807017545,0.1302416031320833,0.1052631578947368,0.2122322996231226,0.13971633234825231,0.13721423303834795,0.0976430767960704,0.09197138314785375
2020-04-04,0.14687081659973217,0.08513931888544884,0.2300470169288765,0.1146013145212671,0.1548340425173905,0.1292231643302597,0.2988789174183132,0.11102159200773434,0.14875730994152045,0.1881275916422953,0.11326144833268109,0.02601330913490625,0.1623273415326395,0.2609578921447919,0.19984553500875565,0.20454665975167535,0.1947107702141258,0.17369391450273805,0.10380363770914511,0.1023080034282932,0.14300432722027606,0.15221958458763415,0.16240643119529835,0.1850754091200247,0.1415643180349062,0.12589435001211163,0.12031473931552614,0.09730848861283645,0.23586362556426693,0.19069753741015666,0.2113308701007027,0.22306754823302316,0.1592224231464737,0.1231173591759913,0.15854209460079477,0.08336104644717875,0.0,0.17258574363837514,0.12957157784743983,0.1246983151183971,0.21508427008341055,0.32003937007874017,0.3089403125266843,0.1830071738812161,0.21732026143790845,0.1240070945366176,0.13461371110564563,0.15178359014713425,0.10155288897852169,0.25743707093821505,0.17516678818395334,0.09686091120316749,0.1333499857265201,0.10394588017548675,0.06310160427807485
2020-04-03,0.0979370491469574,0.0804824561403508,0.18366998721451105,0.12081966925626506,0.16530288420511052,0.13647625998139318,0.2533311358326683,0.1731321839080459,0.20346429248516135,0.16798990493380472,0.24379902975541298,0.6755747126436783,0.13187675070028015,0.3030897784687135,0.14022279634413976,0.19607343089701984,0.2182165318957771,0.14311236370059893,0.1612803720577069,0.2192428573515111,0.09438735177865604,0.15600905548044042,0.1558758310188076,0.1792709598170322,0.11743551587301582,0.11110619111541989,0.22495555898448313,0.10901147489209381,0.2081276929103015,0.10043728135932034,0.19292203624154444,0.1833094094388717,0.1534473471586317,0.1290676882095388,0.14470334325458206,0.1398373214792395,0.0,0.1492854468539931,0.14896364896364883,0.12119234312498689,0.20507323508425673,0.3718209792741425,0.29191676670668265,0.1821795989537925,0.09055555555555553,0.1437319299072048,0.14832325094421264,0.1107488343681084,0.11694647606382974,0.15217391304347824,0.18593319217450766,0.03980257789222455,0.14329810901001114,0.09882676179218736,0.17566287878787873
2020-04-02,0.08200967599066865,0.0917606516290727,0.09947428497616255,0.1083095995979226,0.15250780982573306,0.12840544076398744,0.1768977782884245,0.18096917450365718,0.20912617446283285,0.16808708216989987,0.2554119838662944,0.6871103117505997,0.1249124649859944,0.2696664986943974,0.17320339018757422,0.19783099428972234,0.13846897022050458,0.14361976765627876,0.1857697740112994,0.26404891730389096,0.1185658565856585,0.1844512337725844,0.15989310430314005,0.19511677370896469,0.09370169802155091,0.12504845351483054,0.22865515658651964,0.11235233692860795,0.1634659785413553,0.10761920252811595,0.14978999982644609,0.15709470894996208,0.13470111448834834,0.1179821282445564,0.10691161045413805,0.1613149847094801,1.0,0.1481592183062092,0.22351659895829495,0.10242699902108249,0.1820275273922774,0.2851079690280382,0.17795724847315975,0.18235831399266295,0.137803738317757,0.25146717733938034,0.1987517754487043,0.12071037120133371,0.12004719496587035,0.0,0.21713880908648495,0.03886879443746995,0.1481268624946785,0.1066982458780496,0.20045626721763082
2020-04-08,0.12765924769534887,0.04808349545191656,0.110470188225775,0.1004671303873432,0.14183339641056786,0.11661485685498779,0.10610579657416977,0.11076989914133833,0.14908642741407252,0.1553894684237252,0.1500668776945308,0.04578378113835465,0.12434246954595785,0.30185084144657204,0.13365212085589614,0.18480674432220906,0.11040336208220855,0.12853113320640291,0.1253407433485892,0.3256570084828445,0.11416839358354432,0.18432573422206866,0.16378975651998726,0.1896527876641722,0.08615629203864492,0.12103429377929806,0.1655649320206281,0.1032586135325861,0.17382091178785491,0.14454976969175856,0.14250352910278713,0.17010777003470584,0.13128689492325843,0.10680623425650845,0.10486561400345835,0.1241496598639456,1.1666666666666665,0.14901673230946275,0.24642465733227822,0.09511631565492695,0.18558580454043316,0.15077391228018827,0.16030672536639057,0.19788098283319716,0.24233862203868725,0.1894574918948389,0.17590527159794095,0.10257685674944622,0.07426132074468646,0.11666666666666667,0.16941071056713006,0.11715451632222565,0.157569000064637,0.13173470205346166,0.12821894837705117
2020-04-09,0.1774354018022116,0.04473608583197626,0.1189837668082095,0.08753918421744195,0.12923443762333992,0.11797364221965109,0.18018330141638322,0.10648647527381334,0.1367997010385252,0.14922512549877703,0.12144932171863981,0.02358575008950945,0.1085202837811926,0.233820517079112,0.1299332572378687,0.1579889388259091,0.12841678384744545,0.13054159007183305,0.0641944633131934,0.2749926657246862,0.1209797130133597,0.1787452439845387,0.1594289722749744,0.16767774204624292,0.07013269749118797,0.12535265467911288,0.15644299656281485,0.09379677523257354,0.09214881504038125,0.10118367723412175,0.14078275523807135,0.1590418713288872,0.1692403393283158,0.1086347039252967,0.14714953394328567,0.0848414837633166,0.1666666666666666,0.1401068482720469,0.17383675025830644,0.1045891789814258,0.204366977816397,0.15054881827033711,0.12148458299046425,0.14790362122148654,0.2062015503875969,0.0618751014645647,0.14536740349334532,0.11150181113545524,0.10192353776106461,0.13018018018018013,0.15391719031130047,0.11811805020023011,0.1256665138610756,0.11110258625826824,0.10017880670054594
2020-04-10,0.135926799866629,0.07591324200913235,0.12347389061616725,0.0436510770671396,0.11042808131642375,0.10775808543871855,0.17937598696671872,0.23140797285835446,0.17540525286200656,0.1322319688109161,0.0828929212308647,0.23060492139439498,0.11054385749796565,0.09952178792758501,0.16015004755074264,0.14053466976307188,0.1314500006989977,0.12567942238267146,0.10649685355595609,0.16951893307076454,0.10224586288416075,0.15812531167861116,0.14420258754440016,0.14842669888758692,0.07983338970138597,0.11260468503459148,0.1181834579621092,0.0798280067150232,0.1146631146631146,0.0986700123359377,0.13867432150313153,0.1548457800817907,0.16363887009048292,0.11450472949425261,0.13705752991801567,0.08159741156796445,0.0,0.1349069282817542,0.14851650292006144,0.0997043604811472,0.19998597691824416,0.19598486370638266,0.10790320405371566,0.11079907638731164,0.13351158645276295,0.0670148357087394,0.15157759423778505,0.15070128919362893,0.16798877412877805,0.06614509246088188,0.1880974977599754,0.0671049837961104,0.1402483147351182,0.1049054509032546,0.10807605568084613
2020-04-11,0.09532158140129006,0.08308678500986186,0.1325732281595055,0.0774117599857021,0.09976736474965531,0.0879694076911962,0.07453705024846187,0.2263425145212666,0.1489878649236834,0.09711972125955964,0.06297996072765451,0.318196377613418,0.07912648124881365,0.04277296971656115,0.12595867186543705,0.1333664636976763,0.11439460952942587,0.10932079772079766,0.1729143386779623,0.1274150344693659,0.04312865497076015,0.14397372008701956,0.0966717047623504,0.11090007423015166,0.08862465841740116,0.09860088365243,0.058706851621904546,0.06650865230501746,0.1267542683471887,0.10216140032359675,0.11364734299516896,0.1202708047109516,0.1230243612596553,0.0942063968962763,0.11191074248128151,0.09402386723848585,0.0,0.1051151412904585,0.12563478679626008,0.09017352614015565,0.17355115111446295,0.12332607575970411,0.13876761140950605,0.09825232440394,0.13288265563515284,0.0802305272600176,0.11064036903545282,0.1386352806847196,0.1478595207690892,0.052631578947368425,0.1460493035811343,0.07058431196404866,0.15888576285094655,0.08784330122730441,0.09496879257358293
2020-04-12,0.1085624467178175,0.05781356096614605,0.1053230319020865,0.11740054498492375,0.08907678328479851,0.06352612261663425,0.14627088670164617,0.1491772511895843,0.1028142760021151,0.0867026933010175,0.088637740237494,0.09605719604027414,0.050333511931107855,0.0429705981750592,0.08808730691058539,0.1199793333078189,0.09709372544881038,0.10298737769478991,0.08075153889434744,0.09175256185646219,0.046201941022769547,0.13784454419506786,0.08602942058623039,0.09733783599809195,0.06773515501839196,0.0934116284631748,0.09157608149447605,0.06548400964914365,0.1369490544040437,0.05890064870621835,0.0730270141461406,0.09733354077386255,0.12320889894419304,0.0725102207425535,0.09321898095880765,0.09992987377279089,0.0,0.0909864913665128,0.06966540658758585,0.06396254681647935,0.13725870472259846,0.0654424778761062,0.1587281936452743,0.0790847247139908,0.1660377358490565,0.0721914423753654,0.11453128769642906,0.08091821149515349,0.08558797112255964,0.023809523809523774,0.09305539451197076,0.05745128363180625,0.11008728859792691,0.07485122926441301,0.06160052910052903
